tconst,primaryTitle,startYear,genres,averageRating,numVotes
tt29475628,nunta pe ban,2023,Comedy,6.9,2415
tt1800393,the last son,2021,"Action,Adventure,Drama",4.9,2415
tt27736430,daaru na peenda hove,2024,"Comedy,Drama,Family",6.7,2415
tt6294892,awakening the zodiac,2017,"Crime,Drama,Mystery",4.8,2414
tt13240610,night of the tommyknockers,2022,"Drama,Horror,Thriller",5.2,2414
tt30701950,khadaan,2024,"Action,Drama",7.1,2413
tt6857804,stolen season,2020,Drama,5.1,2413
tt9769668,tughlaq durbar,2021,"Comedy,Drama,Thriller",5.3,2413
tt14265992,aileen wuornos american boogeywoman,2021,"Biography,Crime,Drama",3.9,2412
tt7559180,99 songs,2019,"Musical,Romance",6.5,2411
tt9799992,sang krasue,2019,"Drama,Horror,Romance",6.4,2410
tt34966013,come see me in the good light,2025,"Biography,Documentary,Family",7.6,2410
tt11612144,koli taal,2021,"Comedy,Drama,Mystery",7.7,2409
tt5833186,the last rampage,2017,"Crime,Drama,Mystery",5.8,2409
tt24516518,vaalvi,2023,"Comedy,Drama,Thriller",8.3,2408
tt10165918,the changed,2021,"Horror,Sci-Fi,Thriller",3.4,2407
tt5687814,golden exits,2017,Drama,5.7,2407
tt5641832,coyote,2017,"Action,Drama,Thriller",7.0,2407
tt11924476,a werewolf in england,2020,"Comedy,Horror",3.7,2406
tt23849582,madhura manohara moham,2023,"Comedy,Drama,Family",6.4,2405
tt32810496,diamonds,2024,"Comedy,Drama",6.7,2405
tt32306048,ruth  boaz,2025,"Drama,Romance",6.0,2404
tt14035242,a cop movie,2021,"Action,Crime,Documentary",7.0,2404
tt5700648,a man and a woman,2016,"Drama,Romance",6.7,2402
tt5001772,justin timberlake  the tennessee kids,2016,"Documentary,Music",7.6,2402
tt7666250,yuli,2018,"Biography,Drama,History",7.0,2401
tt11718902,ajagajantharam,2021,"Action,Comedy",6.7,2400
tt11908062,winter,2020,Drama,5.2,2400
tt33362807,popeyes revenge,2025,Horror,3.1,2400
tt12312854,dark obsession,2023,Thriller,5.1,2400
tt31306866,i heart robots,2024,"Action,Adventure",4.4,2399
tt7210426,through the fire,2018,Drama,6.9,2399
tt6588950,senior moment,2021,"Comedy,Drama,Romance",5.6,2399
tt12801374,under the open sky,2020,"Crime,Drama",7.2,2399
tt27411485,minus 31 the nagpur files,2023,"Crime,Music,Mystery",5.3,2399
tt9882084,chasing happiness,2019,"Biography,Documentary,Music",7.7,2398
tt26316907,iraivan,2023,"Action,Crime,Drama",4.7,2398
tt27796126,islands,2025,"Crime,Drama,Thriller",6.4,2397
tt15477096,night drive,2022,"Drama,Thriller",6.7,2397
tt7377132,mothers instinct,2018,"Drama,Mystery,Thriller",6.5,2397
tt33496202,ramnagar bunny,2024,Comedy,6.7,2397
tt5215486,dawson city frozen time,2016,"Documentary,History",7.5,2397
tt7880466,detective conan zero the enforcer,2018,"Action,Adventure,Animation",6.2,2396
tt22507374,bogota city of the lost,2024,"Crime,Drama,Thriller",5.4,2396
tt8777022,siccin 5,2018,Horror,5.0,2396
tt15944018,once upon a crime,2023,"Adventure,Comedy,Crime",5.3,2396
tt21626274,bujji ila raa,2022,Thriller,6.5,2396
tt14915608,captain nova,2021,"Adventure,Family,Sci-Fi",5.5,2396
tt11636880,attack on finland,2021,"Action,Thriller",5.3,2395
tt5541132,the dumpling affair,2017,"Comedy,Crime,Drama",7.1,2395
tt2411144,the queen of spain,2016,"Comedy,Drama",5.3,2395
tt27502250,anselm,2023,Documentary,7.2,2395
tt6822518,life is lovely,2017,"Comedy,Drama",7.4,2393
tt12059016,red snow,2021,"Comedy,Horror,Thriller",5.0,2393
tt11271800,mayday,2021,"Drama,Fantasy,Mystery",4.5,2391
tt14488772,seethayanam,2022,"Drama,Thriller",7.0,2391
tt15078854,bangarraju,2022,Drama,5.5,2390
tt10489780,bandi,2025,Adventure,7.4,2387
tt6215208,allure,2017,"Drama,Romance,Thriller",5.1,2387
tt4937564,sex doll,2016,"Drama,Romance,Thriller",4.6,2387
tt15327256,viruman,2022,"Action,Drama",4.9,2387
tt23782662,private lesson,2022,"Comedy,Romance",4.8,2386
tt5459382,the etruscan smile,2018,"Comedy,Drama",6.9,2386
tt6444838,the workshop,2017,"Drama,Mystery,Thriller",6.5,2386
tt7037712,denmark,2019,"Comedy,Drama",6.2,2386
tt23144080,maujaan hi maujaan,2023,Comedy,6.2,2386
tt2137241,rock on 2,2016,"Drama,Music",4.9,2386
tt12972134,hounds of war,2024,"Action,Drama",4.6,2385
tt7080422,dragon rider,2020,"Adventure,Animation,Comedy",5.7,2385
tt25366998,alhamour ha,2023,"Biography,Comedy,Crime",7.1,2384
tt15783426,one day as a lion,2023,"Action,Comedy,Thriller",5.2,2384
tt27330026,dhak dhak,2023,Drama,6.3,2384
tt10431010,raatchasi,2019,Drama,7.4,2384
tt32480186,ed extra decent,2024,Comedy,5.9,2384
tt6451304,have a nice day,2017,"Animation,Comedy,Crime",6.5,2383
tt13456340,riceboy sleeps,2022,"Drama,Family,History",7.6,2383
tt13205458,float,2023,"Drama,Romance",5.3,2382
tt6409416,the elder one,2019,"Crime,Drama,Romance",7.3,2382
tt27880828,raktaksha,2024,"Action,Crime,Mystery",6.2,2382
tt7007696,share,2019,"Crime,Drama,Mystery",5.6,2382
tt6599340,bluebeard,2017,Thriller,6.4,2382
tt21860836,obiwan kenobi a jedis return,2022,Documentary,7.3,2381
tt7250358,botoks,2017,"Action,Drama,Thriller",3.8,2380
tt23549436,brother,2024,"Comedy,Family",5.6,2378
tt31939390,alanaati ramachandrudu,2024,Drama,7.1,2377
tt35042637,warlord,2025,Action,5.0,2377
tt28539705,star,2024,Drama,6.6,2377
tt14992864,carma,2022,"Crime,Romance,Thriller",7.3,2377
tt13451738,kodiyil oruvan,2021,"Action,Drama",6.7,2376
tt19768016,love according to dalva,2022,Drama,7.3,2375
tt9222962,eakam,2021,"Adventure,Drama,Fantasy",7.0,2375
tt4875844,the 24 hour war,2016,"Documentary,History,Sport",7.2,2375
tt11394158,miss juneteenth,2020,Drama,6.5,2374
tt5716848,wheres the money,2017,"Comedy,Crime",5.1,2374
tt9101540,big brother,2020,"Action,Drama,Thriller",3.6,2374
tt8900434,el pepe a supreme life,2018,"Biography,Documentary",7.1,2374
tt29491755,love reddy,2024,Romance,7.9,2373
tt22489564,har har mahadev,2022,"Action,Drama,History",7.3,2373
tt13334870,naradan,2022,"Drama,Thriller",6.0,2372
tt34280353,yacht rock a dockumentary,2024,"Documentary,Music",7.6,2372
tt7754540,odavum mudiyadhu oliyavum mudiyadhu,2023,"Comedy,Horror",3.3,2371
tt29454492,kolpaçino 4 4lük,2024,Comedy,2.7,2371
tt2769828,peelers,2016,"Comedy,Horror",4.1,2370
tt23723678,sattam en kaiyil,2024,"Crime,Horror,Thriller",7.7,2370
tt21087084,happy ending,2023,"Comedy,Romance",5.4,2370
tt5193460,text for you,2016,"Comedy,Drama,Romance",6.6,2370
tt6035294,the magic pill,2017,Documentary,7.2,2370
tt4439102,officer downe,2016,"Action,Comedy,Sci-Fi",4.2,2370
tt4026034,hired gun,2016,"Documentary,Music",7.2,2370
tt32189369,music shop murthy,2024,Music,8.0,2368
tt9847360,a glitch in the matrix,2021,Documentary,5.2,2368
tt36364273,holy ghost,2025,"Horror,Mystery,Thriller",3.4,2367
tt4300754,sawah,2019,"Comedy,Drama,Thriller",5.4,2367
tt8694594,the mystery of db cooper,2020,"Crime,Documentary,History",6.5,2366
tt15108954,spiritwalker,2020,"Action,Fantasy,Mystery",6.2,2366
tt33240751,rewind,2024,Drama,7.4,2366
tt28219502,ala ila ela,2023,"Action,Drama,Romance",7.3,2366
tt15420598,anne,2021,Drama,6.2,2366
tt5317914,the icebreaker,2016,"Action,Adventure,Drama",6.1,2365
tt33088719,hide n seek,2024,"Horror,Thriller",8.4,2365
tt29720239,bye bye barry,2023,"Documentary,Sport",7.7,2365
tt28226738,evol a love story in reverse,2024,Thriller,5.6,2364
tt13131610,bholaa shankar,2023,"Action,Crime,Drama",3.3,2364
tt5831402,the feels,2017,"Comedy,Romance",5.1,2363
tt32427535,aarata,2024,Drama,5.0,2363
tt33996087,deathstalker,2025,"Action,Adventure,Fantasy",5.7,2363
tt6284564,hot dog,2018,"Action,Comedy",4.2,2362
tt10452480,kettiyollaanu ente maalakha,2019,"Comedy,Drama",7.5,2362
tt12283036,room 203,2022,"Drama,Horror,Thriller",4.3,2362
tt12108272,close encounters of the fifth kind,2020,Documentary,6.1,2362
tt5215260,ko 2,2016,Thriller,5.2,2361
tt13032716,dancing queens,2021,"Comedy,Drama",5.8,2361
tt5687416,whats up with cinta 2,2016,"Drama,Romance",7.3,2360
tt15466426,everybody hates johan,2022,Comedy,6.8,2360
tt13694706,the survivalist,2021,"Action,Sci-Fi,Thriller",3.6,2360
tt11566164,secret zoo,2020,Comedy,6.2,2359
tt16369708,the imaginary,2023,"Adventure,Animation,Drama",6.8,2359
tt6589464,the prison,2017,"Action,Crime",6.5,2358
tt32134802,seetha kalyana vaibhogame,2024,Action,8.6,2358
tt9859574,shiv shastri balboa,2022,"Comedy,Drama",6.6,2358
tt15671624,mayasabha,2025,"Fantasy,Thriller",7.0,2357
tt6872846,scales,2019,"Drama,Fantasy,Mystery",5.8,2357
tt6264954,my generation,2017,"Documentary,History",7.1,2357
tt27641085,sijjin,2023,"Horror,Thriller",5.4,2356
tt3390550,the barn,2016,"Comedy,Horror",5.2,2356
tt13232552,the man in the white van,2023,Thriller,5.4,2355
tt28789314,maadeva,2025,Thriller,6.2,2355
tt8506840,i do not care if we go down in history as barbarians,2018,"Comedy,Drama",7.3,2355
tt4907206,turnt,2020,Drama,3.3,2355
tt13238110,fractured,2020,Drama,7.2,2354
tt16444750,the last 10 years,2022,"Drama,Romance",7.0,2354
tt7329810,the bill murray stories life lessons learned from a mythical man,2018,Documentary,7.1,2354
tt3917908,an insignificant man,2016,"Documentary,Thriller",8.5,2353
tt12825632,miss willoughby,2021,"Adventure,Crime,Mystery",5.6,2353
tt21439464,dochevaarevarura,2023,"Comedy,Crime,Thriller",7.1,2353
tt34966650,its never over jeff buckley,2025,"Biography,Documentary,Music",7.7,2352
tt32339528,sit,2024,Crime,6.6,2351
tt15760296,raavan,2022,"Action,Thriller",6.5,2349
tt8972556,i am vengeance retaliation,2020,Action,3.5,2348
tt26923601,game on,2024,"Action,Drama,Romance",4.7,2348
tt5639388,raaz reboot,2016,"Horror,Mystery,Thriller",4.5,2348
tt13473548,leave no traces,2021,"Crime,Drama,History",7.1,2348
tt36751759,wick is pain,2025,Documentary,7.6,2347
tt5882982,memoirs of a murderer,2017,"Drama,Mystery,Thriller",6.8,2347
tt3315380,night of something strange,2016,"Comedy,Horror",4.7,2346
tt9448868,bts world tour love yourself in seoul,2018,"Documentary,Music",8.8,2346
tt7130192,the demonologist,2019,"Crime,Fantasy,Horror",3.3,2345
tt13610158,the harbinger,2022,"Drama,Horror,Mystery",5.4,2344
tt6170484,monster hunt 2,2018,"Adventure,Comedy,Fantasy",5.4,2342
tt27348312,rascal does not dream of a sister venturing out,2023,"Animation,Drama,Fantasy",7.3,2342
tt18688184,the marriage app,2022,"Comedy,Romance",5.5,2342
tt5448338,plan a,2021,"Drama,History,Thriller",6.0,2342
tt26595906,the world will tremble,2025,"Biography,Drama,History",6.7,2342
tt10955578,action,2019,"Action,Adventure,Thriller",4.8,2341
tt7534150,our happy holiday,2018,Comedy,5.9,2341
tt9355194,the booksellers,2019,Documentary,6.9,2341
tt11162490,the legend of molly johnson,2021,"Drama,History,Thriller",6.5,2341
tt25377462,a guilty conscience,2023,"Comedy,Crime,Drama",7.2,2340
tt14637386,parallel,2024,"Drama,Sci-Fi,Thriller",5.3,2337
tt22805590,black noise,2023,"Action,Sci-Fi",3.0,2337
tt11599576,juniper,2021,Drama,6.6,2337
tt6634646,hale county this morning this evening,2018,Documentary,6.4,2335
tt5737582,midnighters,2017,"Drama,Thriller",5.4,2335
tt26745202,vey dharuvey,2024,"Action,Comedy",6.0,2335
tt9358196,marianne  leonard words of love,2019,"Biography,Documentary,Music",7.0,2335
tt15528002,vinodhaya sitham,2021,"Comedy,Drama",8.0,2335
tt28943278,heart of the hunter,2024,"Action,Thriller",4.7,2335
tt5488854,tales of an immoral couple,2016,Comedy,6.9,2333
tt7214470,haunted hospital,2018,"Horror,Mystery,Thriller",4.2,2332
tt5467554,daphne,2017,"Comedy,Drama",6.0,2332
tt32251194,illegal hayatlar meclis,2024,Comedy,6.0,2332
tt18072882,northern comfort,2023,Comedy,5.4,2332
tt7763020,dovlatov,2018,"Biography,Drama",6.4,2332
tt10534996,josep,2020,"Animation,Biography,Drama",7.4,2332
tt13393728,the conheartist,2020,"Comedy,Romance",7.1,2331
tt3551042,magi,2016,Horror,5.1,2330
tt33038082,untold the murder of air mcnair,2024,"Crime,Documentary,Sport",5.6,2329
tt4926538,the tuche family the american dream,2016,Comedy,5.0,2328
tt10204366,three days and a life,2019,"Crime,Drama,Thriller",6.7,2327
tt32086252,paarijathaparvam,2024,"Comedy,Crime",6.1,2327
tt11748354,perfumes,2019,"Comedy,Drama",6.6,2327
tt18073066,leave,2022,"Drama,Horror,Mystery",4.9,2327
tt26903465,sir,2024,Thriller,7.2,2326
tt5065810,aloys,2016,"Drama,Fantasy",6.3,2326
tt6215712,ajin demihuman,2017,"Action,Horror,Mystery",6.4,2324
tt34139335,return of the king the fall and rise of elvis presley,2024,"Documentary,Music",7.6,2324
tt5478456,we are zombies,2023,"Comedy,Horror",5.3,2323
tt8247470,rosie,2018,Drama,7.0,2323
tt7560964,herbert west reanimator,2017,"Horror,Sci-Fi",4.6,2323
tt13063384,burial,2022,"Horror,Thriller,War",5.0,2323
tt13782052,1000 miles from christmas,2021,"Comedy,Romance",5.9,2322
tt27610677,double ismart,2024,"Action,Sci-Fi,Thriller",2.9,2321
tt19770970,detective conan the bride of halloween,2022,"Action,Animation,Crime",6.8,2321
tt10768548,raahu,2020,Thriller,6.1,2320
tt29114624,chhota bheem and the curse of damyaan,2024,"Action,Adventure,Comedy",4.7,2320
tt33852162,a private life,2025,"Crime,Drama,Mystery",6.3,2319
tt4943218,the worthy,2016,"Action,Sci-Fi,Thriller",5.1,2319
tt8318702,drailed,2018,"Action,Adventure,Horror",3.8,2318
tt6620324,indu sarkar,2017,"Drama,Thriller",6.0,2318
tt10334602,sivappu manjal pachai,2019,"Action,Drama,Thriller",7.1,2318
tt7884368,destroy all neighbors,2024,"Comedy,Horror",5.3,2317
tt9850344,night shift,2020,"Crime,Drama,Thriller",5.4,2317
tt3416670,the independent,2022,"Crime,Mystery,Thriller",5.8,2317
tt13285394,the accusation,2021,"Crime,Drama",7.0,2317
tt14163772,a christmas tale,2021,"Comedy,Drama,Family",6.3,2316
tt23343786,lesson plan,2022,"Action,Crime,Drama",5.0,2315
tt21339860,heartsong,2022,"Comedy,Drama,Music",5.8,2315
tt3652142,espionage tonight,2017,"Action,Comedy",4.0,2314
tt7364566,maria by callas,2017,"Biography,Documentary,Music",7.2,2314
tt5969180,i hate kids,2019,"Adventure,Comedy",5.1,2313
tt9050310,slashback,2022,"Adventure,Horror,Sci-Fi",5.7,2313
tt27921620,alltime high,2023,Comedy,5.8,2312
tt9786512,adiós,2019,"Action,Adventure,Drama",6.1,2312
tt6922972,monopoly the bank of luck,2017,Comedy,6.5,2312
tt8765580,exit plan,2019,"Drama,Mystery",5.1,2312
tt7482212,the good girls,2018,Drama,6.9,2312
tt3041550,matangimayamia,2018,"Biography,Documentary,Music",7.5,2311
tt11394188,spaceship earth,2020,Documentary,6.4,2310
tt11771704,between two dawns,2021,Drama,7.0,2309
tt3093286,the american side,2016,"Drama,Mystery,Thriller",4.8,2309
tt4169146,give me liberty,2019,"Comedy,Drama",6.7,2308
tt10880402,de gaulle,2020,"Biography,Drama,History",6.1,2308
tt21049266,my daughters killer,2022,"Crime,Documentary",6.9,2308
tt31723358,tell me what you want,2024,"Drama,Romance,Thriller",4.0,2307
tt14474588,you me lenin,2021,Drama,6.5,2307
tt5864680,missing 411,2016,Documentary,6.4,2307
tt11310884,history of the occult,2020,Horror,6.4,2307
tt5372528,manifest destiny down spacetime,2019,"Comedy,Musical,Romance",4.0,2307
tt11394168,be water,2020,Documentary,7.3,2306
tt3311020,be afraid,2017,"Horror,Sci-Fi,Thriller",4.8,2306
tt6578572,ryuichi sakamoto coda,2017,"Documentary,Music",7.6,2306
tt27511275,8 am metro,2023,Drama,7.7,2305
tt10703978,the free fall,2021,"Drama,Horror,Mystery",4.7,2305
tt9507234,digimon adventure last evolution kizuna,2020,"Action,Adventure,Animation",7.5,2304
tt8178762,detained,2024,"Crime,Mystery,Thriller",4.9,2303
tt14831708,diary of a fleeting affair,2022,"Comedy,Drama,Romance",6.8,2303
tt33022813,love in the big city,2024,"Comedy,Drama,Romance",7.4,2303
tt1131728,basmati blues,2017,"Comedy,Musical,Romance",4.0,2301
tt11155912,the ravine,2021,"Mystery,Thriller",4.5,2301
tt28054637,chilli chicken,2024,Drama,8.1,2301
tt13276386,shawn mendes in wonder,2020,"Documentary,Music",6.5,2300
tt6182954,the treasure,2017,"Action,Adventure,Drama",6.9,2300
tt28444513,pekamedalu,2024,Drama,8.5,2300
tt14091152,dollu,2022,Drama,7.5,2300
tt21301666,tees maar khan,2022,"Action,Drama,Romance",5.3,2299
tt6874254,out of blue,2018,"Crime,Drama,Mystery",4.8,2299
tt6330246,school of life,2017,"Comedy,Drama,Family",6.9,2299
tt10011508,trixie mattel moving parts,2019,Documentary,7.3,2298
tt15028452,baby assassins,2021,"Action,Comedy,Crime",6.4,2298
tt27773954,the thing with feathers,2025,Drama,5.7,2298
tt29439945,aybüke ögretmen oldum ben,2023,"Biography,Drama",7.9,2298
tt15568760,nitham oru vaanam,2022,Drama,7.3,2297
tt15056920,bhairathi ranagal,2024,Drama,6.9,2297
tt4289062,bloodrunners vampire wine,2017,"Action,Crime,Horror",4.5,2297
tt13932410,fours a crowd,2022,"Adventure,Comedy",6.0,2297
tt6109124,aadhi,2018,"Action,Thriller",6.4,2297
tt6340112,bogan,2017,"Action,Fantasy",6.4,2296
tt4397342,cities of last things,2018,"Crime,Drama,Sci-Fi",6.3,2295
tt25504468,loveyapa,2025,"Comedy,Drama",5.2,2295
tt4669278,the sound,2017,"Horror,Mystery,Thriller",3.5,2294
tt4699534,we need to talk,2016,"Comedy,Romance",5.8,2294
tt8011328,seema raja,2018,"Action,Drama",4.3,2294
tt4412528,two lovers and a bear,2016,"Adventure,Drama,Romance",6.0,2294
tt18250130,neymar,2023,"Comedy,Family",6.5,2294
tt4826674,the journey,2016,"Biography,Drama,History",6.7,2294
tt35927674,siko siko,2025,"Comedy,Crime,Drama",7.3,2293
tt19351904,lehmberginni,2023,Comedy,5.8,2293
tt8769300,rise of the footsoldier the heist,2019,"Action,Comedy,Crime",5.6,2292
tt13117446,dragon knight,2022,Fantasy,3.3,2292
tt11384306,heza,2019,Drama,7.1,2292
tt20316978,elton john never too late,2024,"Biography,Documentary,Music",6.6,2292
tt6971114,the perfect candidate,2019,"Comedy,Drama",6.7,2292
tt6916502,general,2019,"Biography,Drama,History",2.7,2291
tt6772946,the campus,2018,"Fantasy,Horror,Mystery",3.2,2291
tt31710990,dreams,2025,"Drama,Romance,Thriller",5.7,2291
tt27714278,medellin,2023,"Action,Comedy",5.0,2291
tt11044122,never surrender a galaxy quest documentary,2019,Documentary,7.7,2290
tt15320066,clearmind,2024,"Comedy,Mystery,Thriller",4.1,2289
tt11318302,sadha nannu nadipe,2022,"Comedy,Drama,Romance",6.5,2289
tt9872558,takkar,2023,"Action,Drama,Romance",5.4,2289
tt7477068,the tobacconist,2018,"Drama,History,War",6.5,2288
tt8362964,brokedown,2018,"Horror,Thriller",5.1,2288
tt28004697,thookudurai,2024,"Comedy,Family,Horror",4.0,2288
tt11464730,motherly,2021,"Horror,Mystery,Thriller",5.2,2287
tt6069264,bitch,2017,"Comedy,Drama,Thriller",5.2,2287
tt32864330,dd next level,2025,"Comedy,Horror",5.1,2287
tt8787632,tyger tyger,2019,"Adventure,Drama,Romance",4.1,2287
tt29703523,caligula the ultimate cut,2023,"Drama,History",6.2,2286
tt6284256,knuckleball,2018,"Drama,Horror,Thriller",5.7,2286
tt5030402,little boxes,2016,"Comedy,Drama",5.9,2286
tt5829032,camp cold brook,2018,Horror,4.4,2285
tt5753552,moglie e marito,2017,"Comedy,Sci-Fi",6.4,2285
tt12058582,demigod,2021,"Drama,Horror,Mystery",3.6,2285
tt12105554,the speech,2020,"Comedy,Drama,Romance",6.4,2284
tt30798502,sriranga neethulu,2024,Drama,6.9,2284
tt10418630,true mothers,2020,Drama,7.0,2283
tt19879660,dharmaveer,2022,"Biography,Crime,Drama",7.9,2283
tt10675966,nenu lenu,2019,Drama,5.5,2283
tt5584732,cold hell,2017,"Action,Crime,Thriller",6.5,2282
tt15740596,weekend rebels,2023,"Comedy,Drama,Sport",7.0,2282
tt5265964,our time,2018,Drama,6.8,2281
tt16027918,weddings christenings and funerals,2022,Comedy,6.8,2281
tt32916228,hell house llc lineage,2025,Horror,4.1,2280
tt6229786,roza of smyrna,2016,"Drama,Romance",6.6,2279
tt33700819,eesaraina,2024,Drama,7.8,2279
tt31493275,market mahalakshmi,2024,"Comedy,Romance",3.9,2278
tt8500060,sauerkrautkoma,2018,"Comedy,Crime",6.8,2278
tt14544678,attachment,2022,"Comedy,Drama,Horror",6.0,2277
tt6462160,eating our way to extinction,2021,Documentary,7.6,2277
tt31869664,baki hanma vs kengan ashura,2024,"Action,Animation,Drama",5.7,2277
tt6013156,what still remains,2018,"Drama,Thriller",4.7,2276
tt31851518,the choral,2025,"Drama,History,Music",6.4,2276
tt8652584,hell on the border,2019,"Adventure,Biography,Drama",4.6,2275
tt5719222,second chance,2016,"Drama,Romance",5.7,2274
tt8157074,dreamfactory,2019,"Comedy,Drama,Romance",6.6,2274
tt13157970,incarnation,2022,"Horror,Thriller",2.9,2274
tt26880702,finding michael,2023,Documentary,5.9,2274
tt8331988,the chambermaid,2018,Drama,7.0,2273
tt4247682,all girls weekend,2016,"Action,Adventure,Horror",2.9,2273
tt32117939,chhava,2024,"Biography,Documentary,Drama",8.4,2273
tt11396290,bachelor,2021,Drama,6.0,2272
tt9115574,om  the battle within,2022,"Action,Thriller",2.9,2272
tt10284944,the fix,2024,"Action,Sci-Fi",4.7,2272
tt10530838,how to please a woman,2022,"Comedy,Drama,Romance",6.3,2271
tt26690968,sound party,2023,Comedy,6.1,2271
tt11020728,long weekend,2021,"Comedy,Romance",6.2,2270
tt9567548,horror noire a history of black horror,2019,Documentary,7.5,2270
tt11730940,bamfaad,2020,Romance,5.8,2270
tt20561114,christmas on mistletoe farm,2022,"Comedy,Family",4.5,2269
tt4663548,all saints,2017,Drama,6.3,2268
tt15290106,105 minutes,2024,"Horror,Thriller",2.5,2268
tt32105116,prince and family,2025,Comedy,6.1,2268
tt28332337,eephus,2024,"Comedy,Drama,Sport",6.7,2267
tt4379728,three,2016,"Action,Crime,Thriller",5.9,2267
tt33501878,a copenhagen love story,2025,"Drama,Romance",6.3,2267
tt9749604,kill me if you dare,2019,"Comedy,Romance",4.4,2266
tt0093119,grizzly ii revenge,2020,"Horror,Music,Thriller",2.7,2265
tt32491690,dark nuns,2025,"Horror,Mystery,Thriller",5.2,2265
tt29002950,resurrection,2025,"Drama,Sci-Fi",7.3,2265
tt16377920,a house made of splinters,2022,Documentary,7.2,2265
tt6628228,gogol nachalo,2017,"Crime,Horror,Mystery",5.8,2264
tt3364264,adventures in public school,2017,Drama,5.9,2264
tt16751922,zeher tulugu,2021,"Comedy,Drama",8.0,2263
tt8581840,death of a vlogger,2019,"Drama,Horror,Mystery",5.6,2263
tt6469960,an imperfect murder,2017,"Drama,Mystery,Thriller",2.9,2263
tt8043092,sammohanam,2018,"Drama,Romance",7.5,2263
tt27190164,nesippaya,2025,Romance,5.6,2263
tt13419036,the generation of evil,2021,"Crime,Drama",7.5,2263
tt9431740,homeward,2019,Drama,7.4,2263
tt36188425,paanch minar,2025,"Comedy,Thriller",8.8,2262
tt17538510,tchaikovskys wife,2022,"Biography,Drama",6.4,2262
tt33022424,average student nani,2024,Action,8.2,2262
tt12610794,blade of the 47 ronin,2022,"Action,Drama,Fantasy",4.7,2261
tt5445074,pass thru,2016,"Comedy,Drama,Fantasy",4.5,2261
tt31160267,nova,2023,"Documentary,War",6.6,2260
tt28036417,rascal does not dream of a knapsack kid,2023,"Animation,Drama,Fantasy",7.8,2260
tt20257492,lonesome soldier,2023,"Biography,Drama,Thriller",5.9,2259
tt14670094,ruthless,2023,"Action,Thriller",5.1,2259
tt11916254,lucy shimmers and the prince of peace,2020,"Drama,Family",7.1,2259
tt6318848,the heretics,2017,"Fantasy,Horror,Thriller",4.8,2259
tt6926486,daddy,2017,"Action,Biography,Crime",6.4,2257
tt13729232,the origin of evil,2022,"Drama,Thriller",6.6,2257
tt33381728,ejen ali the movie 2,2025,"Action,Adventure,Animation",7.7,2257
tt23793436,off the record,2024,"Drama,Music",6.4,2257
tt19820538,next sohee,2022,"Drama,Thriller",7.2,2257
tt10428246,genis aile komsu kizi,2019,Comedy,4.2,2256
tt7884228,ntr kathanayakudu,2019,Biography,5.8,2255
tt5496926,the dreamseller,2016,Drama,6.1,2255
tt3155720,theres no such thing as vampires,2020,Horror,4.3,2255
tt11332484,the road dance,2021,Drama,7.1,2254
tt19784370,bairan palli,2023,"Horror,Thriller",7.9,2254
tt3187378,the asian connection,2016,"Action,Crime,Drama",3.2,2254
tt27811248,the tasters,2025,"Drama,History",6.4,2254
tt5117222,notes on blindness,2016,"Documentary,Drama",7.0,2254
tt11778144,the knower,2021,"Action,Crime,Thriller",6.2,2253
tt5980232,kaashmora,2016,"Action,Comedy,Fantasy",5.7,2252
tt6830716,expo,2019,"Action,Crime,Drama",2.6,2252
tt7942736,spider in the web,2019,Thriller,4.5,2252
tt10199664,adam,2019,Drama,7.2,2252
tt9850646,doorbeen,2019,"Adventure,Comedy,Drama",5.9,2251
tt8126390,the most unknown,2018,Documentary,6.5,2251
tt34442437,thalli manasu,2025,"Drama,Family",6.0,2251
tt13577982,secrets of sinauli,2021,"Documentary,History",8.9,2251
tt3900796,temps,2016,"Comedy,Romance",5.2,2250
tt14176094,drushyam 2,2021,"Crime,Drama,Mystery",8.1,2250
tt16148552,the lost boys,2023,Drama,6.7,2250
tt8591792,bhavai,2021,"Drama,Romance",5.8,2249
tt13098590,fear below,2025,"Action,Adventure,Horror",5.1,2249
tt4769214,whisky galore,2016,"Comedy,Romance",5.9,2249
tt21142926,vichitram,2022,"Drama,Horror,Thriller",6.0,2249
tt27496044,vrusshabha,2025,"Action,Drama,Fantasy",8.7,2249
tt4875150,elis,2016,"Biography,Drama,Music",6.7,2248
tt22078754,kadina kadoramee andakadaham,2023,"Comedy,Drama,Family",6.4,2248
tt8801666,the most beautiful boy in the world,2021,"Biography,Documentary,History",6.8,2248
tt21815772,spoonful of sugar,2022,"Horror,Thriller",5.4,2248
tt5125930,the silence of the sky,2016,"Drama,Thriller",6.5,2248
tt14140954,mission possible,2021,"Action,Comedy,Crime",6.5,2247
tt4334642,bonded by blood 2,2017,"Crime,Drama,Thriller",4.8,2247
tt5944812,dead sunrise,2017,"Adventure,Horror,Sci-Fi",3.5,2247
tt16376470,horror in the high desert 2 minerva,2023,"Drama,Horror,Mystery",5.3,2247
tt14668224,din the day,2021,Action,3.0,2246
tt12154638,just say yes,2021,"Comedy,Romance",4.6,2246
tt8435268,how to get over a breakup,2018,Comedy,6.1,2246
tt5938084,buybust,2018,"Action,Crime,Thriller",5.7,2246
tt6467968,directions,2017,Drama,7.5,2245
